position,track,artist,streams,date
31,Broccoli (feat. Lil Yachty),DRAM,1149938,2017-01-01
32,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1112074,2017-01-01
33,Safari,J Balvin,1112032,2017-01-01
34,This Is What You Came For (feat. Rihanna),Calvin Harris,1094062,2017-01-01
35,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1059658,2017-01-01
36,Scars To Your Beautiful,Alessia Cara,1031598,2017-01-01
37,Vente Pa' Ca (feat. Maluma),Ricky Martin,1016899,2017-01-01
38,All Night,The Vamps,1003894,2017-01-01
39,By Your Side,Jonas Blue,971615,2017-01-01
40,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,971342,2017-01-01
41,Caroline,Aminé,963128,2017-01-01
42,Now and Later,Sage The Gemini,959972,2017-01-01
43,Love Me Now,John Legend,950832,2017-01-01
44,The Mack,Nevada,949200,2017-01-01
45,Alone,Alan Walker,936813,2017-01-01
46,Work,Rihanna,899368,2017-01-01
47,Otra vez (feat. J Balvin),Zion & Lennox,893174,2017-01-01
48,I Would Like,Zara Larsson,892922,2017-01-01
49,Hear Me Now,Alok,873494,2017-01-01
50,Shed a Light,Robin Schulz,868259,2017-01-01
51,Bounce Back,Big Sean,859929,2017-01-01
52,Love Yourself,Justin Bieber,858762,2017-01-01
53,Cake By The Ocean,DNCE,830889,2017-01-01
54,Party Monster,The Weeknd,829599,2017-01-01
55,Sorry,Justin Bieber,827170,2017-01-01
56,Ride,Twenty One Pilots,825398,2017-01-01
57,La Bicicleta,Carlos Vives,810362,2017-01-01
58,Perfect Strangers,Jonas Blue,806283,2017-01-01
59,Panda,Desiigner,788804,2017-01-01
60,Too Good,Drake,786785,2017-01-01
61,"How Far I'll Go - From ""Moana""",Alessia Cara,778773,2017-01-01
62,Sexual,NEIKED,770804,2017-01-01
63,Into You,Ariana Grande,762502,2017-01-01
64,Stressed Out,Twenty One Pilots,758614,2017-01-01
65,Deja Vu,J. Cole,748367,2017-01-01
66,Shaky Shaky,Daddy Yankee,735912,2017-01-01
67,Faded,Alan Walker,713049,2017-01-01
68,The Greatest (feat. Kendrick Lamar),Sia,709411,2017-01-01
69,Controlla,Drake,687222,2017-01-01
70,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,686053,2017-01-01
71,Traicionera,Sebastian Yatra,685732,2017-01-01
72,X (feat. Future),21 Savage,673320,2017-01-01
73,Send My Love (To Your New Lover),Adele,672465,2017-01-01
74,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,672103,2017-01-01
75,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,666941,2017-01-01
76,Hymn for the Weekend - Seeb Remix,Coldplay,655597,2017-01-01
77,"i hate u, i love u (feat. olivia o'brien)",gnash,653547,2017-01-01
78,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,650717,2017-01-01
79,Solo Dance,Martin Jensen,647007,2017-01-01
80,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,646550,2017-01-01
81,Deu Onda,MC G15,640703,2017-01-01
82,The Ocean (feat. Shy Martin),Mike Perry,621355,2017-01-01
83,Needed Me,Rihanna,618514,2017-01-01
84,Human,Rag'n'Bone Man,615851,2017-01-01
85,Setting Fires,The Chainsmokers,599513,2017-01-01
86,The Greatest,Sia,597051,2017-01-01
87,7 Years,Lukas Graham,593676,2017-01-01
88,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,586302,2017-01-01
89,Sneakin’,Drake,580939,2017-01-01
90,OOOUUU,Young M.A,580826,2017-01-01
91,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,579504,2017-01-01
92,Make Me (Cry),Noah Cyrus,577810,2017-01-01
93,Lot to Learn,Luke Christopher,570299,2017-01-01
94,Fast Car,Jonas Blue,567927,2017-01-01
95,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,567639,2017-01-01
96,Water Under the Bridge,Adele,565509,2017-01-01
97,Shout Out to My Ex,Little Mix,561342,2017-01-01
98,No Heart,21 Savage,553704,2017-01-01
99,Middle,DJ Snake,552314,2017-01-01
100,Dile Que Tu Me Quieres,Ozuna,549784,2017-01-01
101,"Me, Myself & I",G-Eazy,546883,2017-01-01
102,Capsize,FRENSHIP,543362,2017-01-01
103,Billie Jean,Michael Jackson,538134,2017-01-01
104,Lean On (feat. MØ & DJ Snake),Major Lazer,536139,2017-01-01
105,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,534629,2017-01-01
106,Borro Cassette,Maluma,531529,2017-01-01
107,Andas En Mi Cabeza,Chino & Nacho,523705,2017-01-01
108,Sunset Lover,Petit Biscuit,520460,2017-01-01
109,Sidewalks,The Weeknd,516467,2017-01-01
110,Sex,Cheat Codes,515548,2017-01-01
111,Final Song,MØ,505038,2017-01-01
112,All Time Low,Jon Bellion,501034,2017-01-01
113,Versace on the Floor,Bruno Mars,500917,2017-01-01
114,Six Feet Under,The Weeknd,489564,2017-01-01
115,Fresh Eyes,Andy Grammer,489550,2017-01-01
116,Vacaciones,Wisin,487214,2017-01-01
117,Bohemian Rhapsody - Remastered 2011,Queen,482964,2017-01-01
118,pick up the phone,Young Thug,480609,2017-01-01
119,You Was Right,Lil Uzi Vert,476850,2017-01-01
120,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,476309,2017-01-01
121,Roses,The Chainsmokers,475190,2017-01-01
122,Jumpman,Drake,473297,2017-01-01
123,Photograph,Ed Sheeran,472142,2017-01-01
124,PILLOWTALK,ZAYN,470638,2017-01-01
125,Pumped Up Kicks,Foster The People,467384,2017-01-01
126,What Do You Mean?,Justin Bieber,464343,2017-01-01
127,Lush Life,Zara Larsson,460606,2017-01-01
128,Hotline Bling,Drake,459418,2017-01-01
129,Redbone,Childish Gambino,455949,2017-01-01
130,No Money,Galantis,453779,2017-01-01
131,"Happy - From ""Despicable Me 2""",Pharrell Williams,453426,2017-01-01
132,Hello,Adele,448638,2017-01-01
133,This Town,Niall Horan,445379,2017-01-01
134,Never Be Like You,Flume,445025,2017-01-01
135,I Got You,Bebe Rexha,443982,2017-01-01
136,Titanium (feat. Sia),David Guetta,441628,2017-01-01
137,Love on Me,Galantis,441050,2017-01-01
138,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,440038,2017-01-01
139,Me llamas (feat. Maluma) - Remix,Piso 21,439910,2017-01-01
140,Lighthouse - Andrelli Remix,Hearts & Colors,439245,2017-01-01
141,Thinking out Loud,Ed Sheeran,436476,2017-01-01
142,I Want You Back,The Jackson 5,436184,2017-01-01
143,Weak,AJR,428247,2017-01-01
144,Stitches,Shawn Mendes,426162,2017-01-01
145,Neighbors,J. Cole,425033,2017-01-01
146,Dancing On My Own,Calum Scott,420756,2017-01-01
147,iSpy (feat. Lil Yachty),KYLE,418210,2017-01-01
148,Dynamite (feat. Pretty Sister),Nause,413497,2017-01-01
149,Ain't No Mountain High Enough,Marvin Gaye,413039,2017-01-01
150,Ain't My Fault,Zara Larsson,411636,2017-01-01
151,Gold,Kiiara,410605,2017-01-01
152,Low Life (feat. The Weeknd),Future,409112,2017-01-01
153,Gyal You A Party Animal - Remix,Charly Black,406113,2017-01-01
154,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,403095,2017-01-01
155,Hasta el Amanecer,Nicky Jam,400584,2017-01-01
156,Can't Feel My Face,The Weeknd,398209,2017-01-01
157,Love On The Brain,Rihanna,397058,2017-01-01
158,Desde Esa Noche (feat. Maluma),Thalía,396612,2017-01-01
159,Reminder,The Weeknd,396409,2017-01-01
160,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,393026,2017-01-01
161,My House,Flo Rida,391880,2017-01-01
162,No Role Modelz,J. Cole,389511,2017-01-01
163,The Hills,The Weeknd,389467,2017-01-01
164,Swang,Rae Sremmurd,387386,2017-01-01
165,Don't Stop Me Now - 2011 Mix,Queen,387160,2017-01-01
166,Let Me Hold You (Turn Me On),Dante Klein,385235,2017-01-01
167,Uptown Funk (feat. Bruno Mars),Mark Ronson,385214,2017-01-01
168,La Gozadera (feat. Marc Anthony),Gente De Zona,377647,2017-01-01
169,Say It (feat. Tove Lo),Flume,373311,2017-01-01
170,goosebumps,Travis Scott,371600,2017-01-01
171,That's What I Like,Bruno Mars,371473,2017-01-01
172,Light,San Holo,371468,2017-01-01
173,Immortal,J. Cole,367746,2017-01-01
174,Chillax (feat. Ky-Mani Marley),Farruko,363805,2017-01-01
175,Wake Up Where You Are,State of Sound,362966,2017-01-01
176,Would I Lie to You - Radio Edit,David Guetta,359074,2017-01-01
177,Please Don't Go,Joel Adams,357531,2017-01-01
178,Rockin’,The Weeknd,357162,2017-01-01
179,Sugar (feat. Francesco Yates),Robin Schulz,355613,2017-01-01
180,Hymn for the Weekend,Coldplay,352612,2017-01-01
181,Alarm,Anne-Marie,351130,2017-01-01
182,You & Me,Marc E. Bassy,350746,2017-01-01
183,No Lie,Sean Paul,350700,2017-01-01
184,Bobo,J Balvin,350414,2017-01-01
185,Stay (feat. Maty Noyes),Kygo,347597,2017-01-01
186,Used to This (feat. Drake),Future,344032,2017-01-01
187,Purple Lamborghini (with Rick Ross),Skrillex,343807,2017-01-01
188,Cool Girl,Tove Lo,343803,2017-01-01
189,Miss You,James Hersey,342000,2017-01-01
190,Die For You,The Weeknd,341736,2017-01-01
191,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,341046,2017-01-01
192,Paper Planes,M.I.A.,341003,2017-01-01
193,Let It Go,James Bay,340299,2017-01-01
194,Famous,Kanye West,336134,2017-01-01
195,Taped up Heart (feat. Clara Mae),KREAM,333469,2017-01-01
196,White Iverson,Post Malone,332756,2017-01-01
197,Oh Lord,MiC LOWRY,331792,2017-01-01
198,Superstition - Single Version,Stevie Wonder,331376,2017-01-01
199,Secrets,The Weeknd,331233,2017-01-01
200,Ni**as In Paris,JAY-Z,325951,2017-01-01
1,Starboy,The Weeknd,3342769,2017-01-02
2,Closer,The Chainsmokers,3019058,2017-01-02
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2726981,2017-01-02
4,Let Me Love You,DJ Snake,2524666,2017-01-02
5,Don't Wanna Know,Maroon 5,2362830,2017-01-02
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2329762,2017-01-02
7,Say You Won't Let Go,James Arthur,2263324,2017-01-02
8,Fake Love,Drake,2241455,2017-01-02
9,24K Magic,Bruno Mars,2152569,2017-01-02
10,I Feel It Coming,The Weeknd,2135229,2017-01-02
11,Black Beatles,Rae Sremmurd,2114909,2017-01-02
12,One Dance,Drake,1989817,2017-01-02
13,Chantaje (feat. Maluma),Shakira,1866507,2017-01-02
14,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1830616,2017-01-02
15,Call On Me - Ryan Riback Extended Remix,Starley,1810528,2017-01-02
16,In the Name of Love,Martin Garrix,1808723,2017-01-02
17,Bad and Boujee (feat. Lil Uzi Vert),Migos,1676078,2017-01-02
18,Side To Side,Ariana Grande,1645732,2017-01-02
19,Just Hold On,Steve Aoki,1638543,2017-01-02
20,Starving,Hailee Steinfeld,1547351,2017-01-02
21,Mercy,Shawn Mendes,1530922,2017-01-02
22,Bad Things (with Camila Cabello),Machine Gun Kelly,1478772,2017-01-02
23,All We Know (feat. Phoebe Ryan),The Chainsmokers,1438481,2017-01-02
24,My Way,Calvin Harris,1427123,2017-01-02
25,Treat You Better,Shawn Mendes,1404053,2017-01-02
26,Heathens,Twenty One Pilots,1403117,2017-01-02
27,Don't Let Me Down,The Chainsmokers,1373805,2017-01-02
28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1274760,2017-01-02
29,Scars To Your Beautiful,Alessia Cara,1264378,2017-01-02
30,All Night,The Vamps,1201859,2017-01-02
31,Love Me Now,John Legend,1190899,2017-01-02
32,Now and Later,Sage The Gemini,1172766,2017-01-02
33,Cheap Thrills,Sia,1167833,2017-01-02
34,By Your Side,Jonas Blue,1154877,2017-01-02
35,I Would Like,Zara Larsson,1126983,2017-01-02
36,The Mack,Nevada,1122559,2017-01-02
37,Alone,Alan Walker,1122212,2017-01-02
38,Reggaetón Lento (Bailemos),CNCO,1116627,2017-01-02
39,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1108074,2017-01-02
40,Shed a Light,Robin Schulz,1098430,2017-01-02
41,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1062554,2017-01-02
42,Hear Me Now,Alok,1060502,2017-01-02
43,Safari,J Balvin,1000058,2017-01-02
44,Broccoli (feat. Lil Yachty),DRAM,993906,2017-01-02
45,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,960816,2017-01-02
46,This Is What You Came For (feat. Rihanna),Calvin Harris,958726,2017-01-02
47,Caroline,Aminé,951699,2017-01-02
48,"How Far I'll Go - From ""Moana""",Alessia Cara,908300,2017-01-02
49,Vente Pa' Ca (feat. Maluma),Ricky Martin,907340,2017-01-02
50,Otra vez (feat. J Balvin),Zion & Lennox,878999,2017-01-02
51,Sexual,NEIKED,872522,2017-01-02
52,Perfect Strangers,Jonas Blue,856922,2017-01-02
53,Party Monster,The Weeknd,835349,2017-01-02
54,Work,Rihanna,833943,2017-01-02
55,Ride,Twenty One Pilots,827613,2017-01-02
56,The Greatest (feat. Kendrick Lamar),Sia,820237,2017-01-02
57,Bounce Back,Big Sean,819777,2017-01-02
58,Solo Dance,Martin Jensen,798473,2017-01-02
59,Human,Rag'n'Bone Man,798070,2017-01-02
60,Deja Vu,J. Cole,784321,2017-01-02
61,Love Yourself,Justin Bieber,761537,2017-01-02
62,"i hate u, i love u (feat. olivia o'brien)",gnash,761285,2017-01-02
63,Stressed Out,Twenty One Pilots,756633,2017-01-02
64,Make Me (Cry),Noah Cyrus,753419,2017-01-02
65,Too Good,Drake,752654,2017-01-02
66,Sorry,Justin Bieber,750214,2017-01-02
67,Faded,Alan Walker,747495,2017-01-02
68,Panda,Desiigner,732996,2017-01-02
69,Water Under the Bridge,Adele,716256,2017-01-02
70,Lot to Learn,Luke Christopher,710380,2017-01-02
71,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,688244,2017-01-02
72,Controlla,Drake,670611,2017-01-02
73,Setting Fires,The Chainsmokers,670041,2017-01-02
74,The Ocean (feat. Shy Martin),Mike Perry,665056,2017-01-02
75,Deu Onda,MC G15,664898,2017-01-02
76,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,661546,2017-01-02
77,Shout Out to My Ex,Little Mix,658647,2017-01-02
78,Hymn for the Weekend - Seeb Remix,Coldplay,657727,2017-01-02
79,Cake By The Ocean,DNCE,650401,2017-01-02
80,Sunset Lover,Petit Biscuit,640308,2017-01-02
81,La Bicicleta,Carlos Vives,634047,2017-01-02
82,Traicionera,Sebastian Yatra,630107,2017-01-02
83,Into You,Ariana Grande,629672,2017-01-02
84,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,625663,2017-01-02
85,The Greatest,Sia,624440,2017-01-02
86,7 Years,Lukas Graham,622987,2017-01-02
87,X (feat. Future),21 Savage,621787,2017-01-02
88,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,619993,2017-01-02
89,Needed Me,Rihanna,607641,2017-01-02
90,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,602074,2017-01-02
91,Photograph,Ed Sheeran,595989,2017-01-02
92,All Time Low,Jon Bellion,587502,2017-01-02
93,Capsize,FRENSHIP,583636,2017-01-02
94,Versace on the Floor,Bruno Mars,574420,2017-01-02
95,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,572652,2017-01-02
96,Send My Love (To Your New Lover),Adele,571475,2017-01-02
97,Sneakin’,Drake,566090,2017-01-02
98,Fresh Eyes,Andy Grammer,565662,2017-01-02
99,Middle,DJ Snake,561884,2017-01-02
100,I Got You,Bebe Rexha,561031,2017-01-02
101,This Town,Niall Horan,559637,2017-01-02
102,Sidewalks,The Weeknd,558947,2017-01-02
103,Shaky Shaky,Daddy Yankee,556574,2017-01-02
104,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,553389,2017-01-02
105,Lighthouse - Andrelli Remix,Hearts & Colors,550199,2017-01-02
106,Fast Car,Jonas Blue,550074,2017-01-02
107,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,543868,2017-01-02
108,"Me, Myself & I",G-Eazy,538372,2017-01-02
109,Thinking out Loud,Ed Sheeran,536343,2017-01-02
110,Dancing On My Own,Calum Scott,532788,2017-01-02
111,No Heart,21 Savage,529425,2017-01-02
112,Final Song,MØ,525029,2017-01-02
113,Six Feet Under,The Weeknd,519587,2017-01-02
114,Dile Que Tu Me Quieres,Ozuna,516691,2017-01-02
115,Sex,Cheat Codes,513533,2017-01-02
116,Weak,AJR,511537,2017-01-02
117,Lean On (feat. MØ & DJ Snake),Major Lazer,509567,2017-01-02
118,Love on Me,Galantis,508791,2017-01-02
119,OOOUUU,Young M.A,508480,2017-01-02
120,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,503937,2017-01-02
121,Redbone,Childish Gambino,503581,2017-01-02
122,Dynamite (feat. Pretty Sister),Nause,494862,2017-01-02
123,Hello,Adele,486853,2017-01-02
124,Stitches,Shawn Mendes,480970,2017-01-02
125,PILLOWTALK,ZAYN,480762,2017-01-02
126,Roses,The Chainsmokers,470906,2017-01-02
127,Lush Life,Zara Larsson,470838,2017-01-02
128,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,469973,2017-01-02
129,Ain't My Fault,Zara Larsson,467327,2017-01-02
130,Never Be Like You,Flume,464598,2017-01-02
131,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,462404,2017-01-02
132,pick up the phone,Young Thug,457155,2017-01-02
133,What Do You Mean?,Justin Bieber,453623,2017-01-02
134,You Was Right,Lil Uzi Vert,452619,2017-01-02
135,iSpy (feat. Lil Yachty),KYLE,451890,2017-01-02
136,Neighbors,J. Cole,450275,2017-01-02
137,Borro Cassette,Maluma,445866,2017-01-02
138,Wake Up Where You Are,State of Sound,445598,2017-01-02
139,Love On The Brain,Rihanna,444847,2017-01-02
140,Andas En Mi Cabeza,Chino & Nacho,442339,2017-01-02
141,No Lie,Sean Paul,441006,2017-01-02
142,Miss You,James Hersey,440223,2017-01-02
143,Me llamas (feat. Maluma) - Remix,Piso 21,437581,2017-01-02
144,Vacaciones,Wisin,435983,2017-01-02
145,Light,San Holo,432115,2017-01-02
146,Reminder,The Weeknd,430758,2017-01-02
147,No Money,Galantis,423143,2017-01-02
148,Let It Go,James Bay,420478,2017-01-02
149,Hotline Bling,Drake,417138,2017-01-02
150,Taped up Heart (feat. Clara Mae),KREAM,413566,2017-01-02
151,Jumpman,Drake,412700,2017-01-02
152,Let Me Hold You (Turn Me On),Dante Klein,410839,2017-01-02
153,Rockin’,The Weeknd,406995,2017-01-02
154,The Hills,The Weeknd,405112,2017-01-02
155,Touch,Little Mix,404835,2017-01-02
156,Oh Lord,MiC LOWRY,403667,2017-01-02
157,Please Don't Go,Joel Adams,403224,2017-01-02
158,That's What I Like,Bruno Mars,401377,2017-01-02
159,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,396431,2017-01-02
160,Swang,Rae Sremmurd,396407,2017-01-02
161,Immortal,J. Cole,395293,2017-01-02
162,Cool Girl,Tove Lo,392866,2017-01-02
163,September Song,JP Cooper,392761,2017-01-02
164,Gold,Kiiara,391927,2017-01-02
165,Die For You,The Weeknd,391621,2017-01-02
166,Hymn for the Weekend,Coldplay,389306,2017-01-02
167,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,388949,2017-01-02
168,Not Going Home,DVBBS,386039,2017-01-02
169,Alarm,Anne-Marie,385314,2017-01-02
170,You & Me,Marc E. Bassy,385310,2017-01-02
171,Low Life (feat. The Weeknd),Future,382326,2017-01-02
172,No Role Modelz,J. Cole,379293,2017-01-02
173,Gyal You A Party Animal - Remix,Charly Black,378965,2017-01-02
174,Would I Lie to You - Radio Edit,David Guetta,373378,2017-01-02
175,Million Reasons,Lady Gaga,372515,2017-01-02
176,Can't Feel My Face,The Weeknd,369748,2017-01-02
177,Secrets,The Weeknd,363207,2017-01-02
178,All of Me,John Legend,353955,2017-01-02
179,Cocoon,Milky Chance,352419,2017-01-02
180,True Colors,The Weeknd,351868,2017-01-02
181,Let Her Go,Passenger,349450,2017-01-02
182,Stay With Me,Sam Smith,348449,2017-01-02
183,When We Were Young,Adele,347678,2017-01-02
184,Love$ick (feat. A$AP Rocky),Mura Masa,347540,2017-01-02
185,Say It (feat. Tove Lo),Flume,347124,2017-01-02
186,The Scientist,Coldplay,346351,2017-01-02
187,Adventure of a Lifetime,Coldplay,346139,2017-01-02
188,White Iverson,Post Malone,343936,2017-01-02
189,Chillax (feat. Ky-Mani Marley),Farruko,343803,2017-01-02
190,Used to This (feat. Drake),Future,340091,2017-01-02
191,'Till I Collapse,Eminem,338505,2017-01-02
192,Hasta el Amanecer,Nicky Jam,337746,2017-01-02
193,Sugar (feat. Francesco Yates),Robin Schulz,337421,2017-01-02
194,My House,Flo Rida,336015,2017-01-02
195,Uptown Funk (feat. Bruno Mars),Mark Ronson,335565,2017-01-02
196,Sugar,Maroon 5,335115,2017-01-02
197,Kill Em With Kindness,Selena Gomez,333694,2017-01-02
198,Mr. Brightside,The Killers,333579,2017-01-02
199,Don't,Bryson Tiller,331803,2017-01-02
200,Take Me To Church,Hozier,330936,2017-01-02
1,Starboy,The Weeknd,3563076,2017-01-03
2,Closer,The Chainsmokers,3175128,2017-01-03
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2892451,2017-01-03
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2710150,2017-01-03
5,Let Me Love You,DJ Snake,2663869,2017-01-03
6,Don't Wanna Know,Maroon 5,2565521,2017-01-03
7,Say You Won't Let Go,James Arthur,2495021,2017-01-03
8,Fake Love,Drake,2402911,2017-01-03
9,I Feel It Coming,The Weeknd,2338067,2017-01-03
10,24K Magic,Bruno Mars,2280795,2017-01-03
11,Black Beatles,Rae Sremmurd,2178247,2017-01-03
12,One Dance,Drake,2009154,2017-01-03
13,Chantaje (feat. Maluma),Shakira,1990513,2017-01-03
14,Call On Me - Ryan Riback Extended Remix,Starley,1961999,2017-01-03
15,In the Name of Love,Martin Garrix,1937665,2017-01-03
16,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1919477,2017-01-03
17,Bad and Boujee (feat. Lil Uzi Vert),Migos,1841773,2017-01-03
18,Just Hold On,Steve Aoki,1807536,2017-01-03
19,Side To Side,Ariana Grande,1767049,2017-01-03
20,Starving,Hailee Steinfeld,1712546,2017-01-03
21,Bad Things (with Camila Cabello),Machine Gun Kelly,1689239,2017-01-03
22,Mercy,Shawn Mendes,1653440,2017-01-03
23,All We Know (feat. Phoebe Ryan),The Chainsmokers,1561672,2017-01-03
24,My Way,Calvin Harris,1493736,2017-01-03
25,Heathens,Twenty One Pilots,1478295,2017-01-03
26,Treat You Better,Shawn Mendes,1467423,2017-01-03
27,Don't Let Me Down,The Chainsmokers,1422968,2017-01-03
28,Scars To Your Beautiful,Alessia Cara,1378110,2017-01-03
29,All Night,The Vamps,1333910,2017-01-03
30,Love Me Now,John Legend,1308910,2017-01-03
31,By Your Side,Jonas Blue,1284803,2017-01-03
32,Now and Later,Sage The Gemini,1277848,2017-01-03
33,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1267550,2017-01-03
34,I Would Like,Zara Larsson,1257416,2017-01-03
35,Shed a Light,Robin Schulz,1236765,2017-01-03
36,The Mack,Nevada,1224150,2017-01-03
37,Reggaetón Lento (Bailemos),CNCO,1191805,2017-01-03
38,Hear Me Now,Alok,1188910,2017-01-03
39,Cheap Thrills,Sia,1187880,2017-01-03
40,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1184008,2017-01-03
41,Alone,Alan Walker,1151007,2017-01-03
42,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1093336,2017-01-03
43,"How Far I'll Go - From ""Moana""",Alessia Cara,1085103,2017-01-03
44,Caroline,Aminé,1058375,2017-01-03
45,Safari,J Balvin,1044810,2017-01-03
46,Broccoli (feat. Lil Yachty),DRAM,1041508,2017-01-03
47,This Is What You Came For (feat. Rihanna),Calvin Harris,998694,2017-01-03
48,Vente Pa' Ca (feat. Maluma),Ricky Martin,978607,2017-01-03
49,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,977577,2017-01-03
50,Otra vez (feat. J Balvin),Zion & Lennox,960846,2017-01-03
51,Bounce Back,Big Sean,917753,2017-01-03
52,The Greatest (feat. Kendrick Lamar),Sia,910475,2017-01-03
53,Party Monster,The Weeknd,903776,2017-01-03
54,Sexual,NEIKED,892451,2017-01-03
55,Solo Dance,Martin Jensen,882787,2017-01-03
56,Deja Vu,J. Cole,877618,2017-01-03
57,Perfect Strangers,Jonas Blue,860118,2017-01-03
58,Ride,Twenty One Pilots,858126,2017-01-03
59,Human,Rag'n'Bone Man,841802,2017-01-03
60,Make Me (Cry),Noah Cyrus,829868,2017-01-03
61,Work,Rihanna,810565,2017-01-03
62,Too Good,Drake,804635,2017-01-03
63,"i hate u, i love u (feat. olivia o'brien)",gnash,804617,2017-01-03
64,Water Under the Bridge,Adele,801876,2017-01-03
