position,track,artist,streams,date
37,Saturday Nights,Khalid,497032,2019-01-01
38,Yes Indeed,Lil Baby,487028,2019-01-01
39,KIKA,6ix9ine,479744,2019-01-01
40,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,474057,2019-01-01
41,Psycho (feat. Ty Dolla $ign),Post Malone,473934,2019-01-01
42,when the party's over,Billie Eilish,470575,2019-01-01
43,FEFE,6ix9ine,465215,2019-01-01
44,In My Feelings,Drake,453913,2019-01-01
45,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,446094,2019-01-01
46,YOSEMITE,Travis Scott,443633,2019-01-01
47,Nice For What,Drake,443549,2019-01-01
48,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,437623,2019-01-01
49,all my friends,21 Savage,435373,2019-01-01
50,Girls Like You (feat. Cardi B),Maroon 5,434601,2019-01-01
51,Jocelyn Flores,XXXTENTACION,434102,2019-01-01
52,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,421035,2019-01-01
53,Fine China,Future,408493,2019-01-01
54,I Fall Apart,Post Malone,402059,2019-01-01
55,Space Cadet (feat. Gunna),Metro Boomin,397562,2019-01-01
56,lovely,Billie Eilish,387799,2019-01-01
57,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,387710,2019-01-01
58,Look Alive (feat. Drake),BlocBoy JB,384554,2019-01-01
59,Topanga,Trippie Redd,382370,2019-01-01
60,Calling My Spirit,Kodak Black,378905,2019-01-01
61,No Stylist (feat. Drake),French Montana,378402,2019-01-01
62,The Middle,Zedd,376789,2019-01-01
63,Splashin,Rich The Kid,376470,2019-01-01
64,Solo de Mi,Bad Bunny,360487,2019-01-01
65,All The Stars (with SZA),Kendrick Lamar,359942,2019-01-01
66,Fuck Love (feat. Trippie Redd),XXXTENTACION,357990,2019-01-01
67,Youngblood,5 Seconds of Summer,355206,2019-01-01
68,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,355018,2019-01-01
69,Don't Stop Me Now - 2011 Mix,Queen,354346,2019-01-01
70,10 Freaky Girls (with 21 Savage),Metro Boomin,354001,2019-01-01
71,Young Dumb & Broke,Khalid,351567,2019-01-01
72,Havana (feat. Young Thug),Camila Cabello,351559,2019-01-01
73,Ric Flair Drip (& Metro Boomin),Offset,346113,2019-01-01
74,idontwannabeyouanymore,Billie Eilish,343965,2019-01-01
75,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,340831,2019-01-01
76,Beautiful (feat. Camila Cabello),Bazzi,340037,2019-01-01
77,All Girls Are The Same,Juice WRLD,335389,2019-01-01
78,I Love It (& Lil Pump),Kanye West,334753,2019-01-01
79,New Rules,Dua Lipa,334410,2019-01-01
80,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,331742,2019-01-01
81,Noticed,Lil Mosey,329103,2019-01-01
82,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,322405,2019-01-01
83,One Kiss (with Dua Lipa),Calvin Harris,321844,2019-01-01
84,Billie Jean,Michael Jackson,319582,2019-01-01
85,changes,XXXTENTACION,316522,2019-01-01
86,Pure Cocaine,Lil Baby,315568,2019-01-01
87,Congratulations,Post Malone,314602,2019-01-01
88,no tears left to cry,Ariana Grande,313319,2019-01-01
89,Closer,The Chainsmokers,312886,2019-01-01
90,Bohemian Rhapsody - 2011 Mix,Queen,312345,2019-01-01
91,Shallow,Lady Gaga,307957,2019-01-01
92,XO Tour Llif3,Lil Uzi Vert,304287,2019-01-01
93,Falling Down - Bonus Track,Lil Peep,301907,2019-01-01
94,Lean Wit Me,Juice WRLD,300312,2019-01-01
95,Love Lies (with Normani),Khalid,295851,2019-01-01
96,breathin,Ariana Grande,295472,2019-01-01
97,1400 / 999 Freestyle,Trippie Redd,295450,2019-01-01
98,What Lovers Do,Maroon 5,295331,2019-01-01
99,STARGAZING,Travis Scott,294829,2019-01-01
100,Plug Walk,Rich The Kid,291837,2019-01-01
101,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,291216,2019-01-01
102,Project Dreams,Marshmello,287196,2019-01-01
103,Best Part (feat. Daniel Caesar),H.E.R.,285721,2019-01-01
104,God is a woman,Ariana Grande,284757,2019-01-01
105,can't leave without it,21 Savage,284018,2019-01-01
106,MoshPit (feat. Juice WRLD),Kodak Black,283816,2019-01-01
107,Body (feat. brando),Loud Luxury,282046,2019-01-01
108,Te Boté - Remix,Nio Garcia,279638,2019-01-01
109,Feel It Still,Portugal. The Man,276827,2019-01-01
110,TIC TOC,6ix9ine,276108,2019-01-01
111,Shape of You,Ed Sheeran,275049,2019-01-01
112,Candy Paint,Post Malone,273781,2019-01-01
113,No Brainer,DJ Khaled,272686,2019-01-01
114,MAMA,6ix9ine,269796,2019-01-01
115,Uproar,Lil Wayne,269394,2019-01-01
116,Everybody Dies In Their Nightmares,XXXTENTACION,269167,2019-01-01
117,Finesse - Remix; feat. Cardi B,Bruno Mars,268229,2019-01-01
118,Walk It Talk It,Migos,265381,2019-01-01
119,Mine,Bazzi,264603,2019-01-01
120,Bad Liar,Imagine Dragons,263920,2019-01-01
121,goosebumps,Travis Scott,263492,2019-01-01
122,Lucky You (feat. Joyner Lucas),Eminem,261265,2019-01-01
123,Natural,Imagine Dragons,259324,2019-01-01
124,HUMBLE.,Kendrick Lamar,258618,2019-01-01
125,I Like Me Better,Lauv,258173,2019-01-01
126,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,257043,2019-01-01
127,WORKIN ME,Quavo,256074,2019-01-01
128,New Patek,Lil Uzi Vert,255025,2019-01-01
129,Hey Ya!,OutKast,248069,2019-01-01
130,Hide (feat. Seezyn),Juice WRLD,244862,2019-01-01
131,One Dance,Drake,244304,2019-01-01
132,Faucet Failure,Ski Mask The Slump God,242552,2019-01-01
133,Speechless,Dan + Shay,242112,2019-01-01
134,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,241730,2019-01-01
135,It Wasn't Me,Shaggy,241087,2019-01-01
136,Don't Come Out The House (with 21 Savage),Metro Boomin,240864,2019-01-01
137,Look At Me!,XXXTENTACION,240541,2019-01-01
138,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,238705,2019-01-01
139,Bodak Yellow,Cardi B,238687,2019-01-01
140,Lust,Lil Skies,237937,2019-01-01
141,Despacito - Remix,Luis Fonsi,236748,2019-01-01
142,Be Alright,Dean Lewis,236386,2019-01-01
143,Trip,Ella Mai,235047,2019-01-01
144,Ruin My Life,Zara Larsson,234804,2019-01-01
145,You Make My Dreams (Come True),Daryl Hall & John Oates,233421,2019-01-01
146,Beautiful Crazy,Luke Combs,233127,2019-01-01
147,1.5,21 Savage,232882,2019-01-01
148,Roll In Peace (feat. XXXTENTACION),Kodak Black,231998,2019-01-01
149,ocean eyes,Billie Eilish,231584,2019-01-01
150,bellyache,Billie Eilish,231377,2019-01-01
151,Murder On My Mind,YNW Melly,231322,2019-01-01
152,Tequila,Dan + Shay,227562,2019-01-01
153,This Feeling,The Chainsmokers,226000,2019-01-01
154,Stir Fry,Migos,225055,2019-01-01
155,REEL IT IN,Aminé,224668,2019-01-01
156,BUTTERFLY EFFECT,Travis Scott,223494,2019-01-01
157,Thunder,Imagine Dragons,222602,2019-01-01
158,Hope,XXXTENTACION,222193,2019-01-01
159,Solo (feat. Demi Lovato),Clean Bandit,221999,2019-01-01
160,Walk,Comethazine,221935,2019-01-01
161,Nowadays (feat. Landon Cube),Lil Skies,220676,2019-01-01
162,Location,Khalid,219336,2019-01-01
163,Jackie Chan,Tiësto,217492,2019-01-01
164,Bank Account,21 Savage,217194,2019-01-01
165,Trampoline,SHAED,214894,2019-01-01
166,OTW,Khalid,213932,2019-01-01
167,asmr,21 Savage,213555,2019-01-01
168,WAKA,6ix9ine,212812,2019-01-01
169,Envy Me,Calboy,212374,2019-01-01
170,Kamikaze,Lil Mosey,212137,2019-01-01
171,Africa,TOTO,211609,2019-01-01
172,Ain't No Mountain High Enough,Marvin Gaye,211365,2019-01-01
173,Black & White,Juice WRLD,210875,2019-01-01
174,Mr. Brightside,The Killers,209076,2019-01-01
175,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,207461,2019-01-01
176,JAPAN,Famous Dex,207000,2019-01-01
177,Promises (with Sam Smith),Calvin Harris,206841,2019-01-01
178,Pumped Up Kicks,Foster The People,206405,2019-01-01
179,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,206133,2019-01-01
180,Legends,Juice WRLD,205854,2019-01-01
181,Believer,Imagine Dragons,205592,2019-01-01
182,Wasted (feat. Lil Uzi Vert),Juice WRLD,205023,2019-01-01
183,NI BIEN NI MAL,Bad Bunny,204295,2019-01-01
184,ball w/o you,21 Savage,204009,2019-01-01
185,I'm a Mess,Bebe Rexha,202407,2019-01-01
186,Taking A Walk,Trippie Redd,202305,2019-01-01
187,Foot Fungus,Ski Mask The Slump God,201939,2019-01-01
188,Cheap Thrills,Sia,201601,2019-01-01
189,Calma - Remix,Pedro Capó,201398,2019-01-01
190,the remedy for a broken heart (why am I so in love),XXXTENTACION,200949,2019-01-01
191,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,200499,2019-01-01
192,Call Out My Name,The Weeknd,200177,2019-01-01
193,Ball For Me (feat. Nicki Minaj),Post Malone,200017,2019-01-01
194,Freaky Friday (feat. Chris Brown),Lil Dicky,199887,2019-01-01
195,Let You Down,NF,199819,2019-01-01
196,PICK IT UP (feat. A$AP Rocky),Famous Dex,199564,2019-01-01
197,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,199392,2019-01-01
198,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,199052,2019-01-01
199,FRIENDS,Marshmello,198394,2019-01-01
200,MotorSport,Migos,196342,2019-01-01
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1925187,2019-01-02
2,Wow.,Post Malone,1789563,2019-01-02
3,Going Bad (feat. Drake),Meek Mill,1297162,2019-01-02
4,"thank u, next",Ariana Grande,1251681,2019-01-02
5,SICKO MODE,Travis Scott,1218189,2019-01-02
6,Without Me,Halsey,1166885,2019-01-02
7,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1126611,2019-01-02
8,ZEZE (feat. Travis Scott & Offset),Kodak Black,1097790,2019-01-02
9,Mo Bamba,Sheck Wes,988206,2019-01-02
10,Leave Me Alone,Flipp Dinero,871167,2019-01-02
11,Look Back at It,A Boogie Wit da Hoodie,810414,2019-01-02
12,Lucid Dreams,Juice WRLD,750997,2019-01-02
13,a lot,21 Savage,750723,2019-01-02
14,Wake Up in the Sky,Gucci Mane,739250,2019-01-02
15,High Hopes,Panic! At The Disco,724136,2019-01-02
16,imagine,Ariana Grande,704353,2019-01-02
17,Happier,Marshmello,686246,2019-01-02
18,SAD!,XXXTENTACION,684131,2019-01-02
19,Better Now,Post Malone,683458,2019-01-02
20,monster,21 Savage,676569,2019-01-02
21,whoa (mind in awe),XXXTENTACION,669556,2019-01-02
22,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,665648,2019-01-02
23,Better,Khalid,650280,2019-01-02
24,Saturday Nights,Khalid,645448,2019-01-02
25,Money,Cardi B,629767,2019-01-02
26,when the party's over,Billie Eilish,588239,2019-01-02
27,Eastside (with Halsey & Khalid),benny blanco,586741,2019-01-02
28,Moonlight,XXXTENTACION,579695,2019-01-02
29,Armed And Dangerous,Juice WRLD,571038,2019-01-02
30,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,564834,2019-01-02
31,Nonstop,Drake,560968,2019-01-02
32,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,543705,2019-01-02
33,MIA (feat. Drake),Bad Bunny,541388,2019-01-02
34,BAD!,XXXTENTACION,526504,2019-01-02
35,Sweet but Psycho,Ava Max,511583,2019-01-02
36,Taste (feat. Offset),Tyga,507799,2019-01-02
37,rockstar (feat. 21 Savage),Post Malone,494751,2019-01-02
38,I Like It,Cardi B,492420,2019-01-02
39,all my friends,21 Savage,472651,2019-01-02
40,YOSEMITE,Travis Scott,470763,2019-01-02
41,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,468463,2019-01-02
42,KIKA,6ix9ine,465427,2019-01-02
43,lovely,Billie Eilish,462125,2019-01-02
44,Psycho (feat. Ty Dolla $ign),Post Malone,458950,2019-01-02
45,Jocelyn Flores,XXXTENTACION,458163,2019-01-02
46,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,455496,2019-01-02
47,God's Plan,Drake,451766,2019-01-02
48,Yes Indeed,Lil Baby,446605,2019-01-02
49,I Fall Apart,Post Malone,432791,2019-01-02
50,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,431149,2019-01-02
51,idontwannabeyouanymore,Billie Eilish,430385,2019-01-02
52,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,429552,2019-01-02
53,FEFE,6ix9ine,425386,2019-01-02
54,Solo de Mi,Bad Bunny,419607,2019-01-02
55,Fine China,Future,416205,2019-01-02
56,Topanga,Trippie Redd,411619,2019-01-02
57,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,400639,2019-01-02
58,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,396468,2019-01-02
59,Space Cadet (feat. Gunna),Metro Boomin,394734,2019-01-02
60,Calling My Spirit,Kodak Black,394114,2019-01-02
61,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,392048,2019-01-02
62,Youngblood,5 Seconds of Summer,388736,2019-01-02
63,Splashin,Rich The Kid,387707,2019-01-02
64,Fuck Love (feat. Trippie Redd),XXXTENTACION,384527,2019-01-02
65,Beautiful (feat. Camila Cabello),Bazzi,382652,2019-01-02
66,In My Feelings,Drake,375555,2019-01-02
67,Shallow,Lady Gaga,369862,2019-01-02
68,Look Alive (feat. Drake),BlocBoy JB,363562,2019-01-02
69,All Girls Are The Same,Juice WRLD,363119,2019-01-02
70,Best Part (feat. Daniel Caesar),H.E.R.,356567,2019-01-02
71,No Stylist (feat. Drake),French Montana,355442,2019-01-02
72,Project Dreams,Marshmello,354719,2019-01-02
73,10 Freaky Girls (with 21 Savage),Metro Boomin,346572,2019-01-02
74,changes,XXXTENTACION,346410,2019-01-02
75,Noticed,Lil Mosey,344984,2019-01-02
76,Girls Like You (feat. Cardi B),Maroon 5,339670,2019-01-02
77,Bad Liar,Imagine Dragons,336464,2019-01-02
78,no tears left to cry,Ariana Grande,330238,2019-01-02
79,breathin,Ariana Grande,330192,2019-01-02
80,Love Lies (with Normani),Khalid,327926,2019-01-02
81,Falling Down - Bonus Track,Lil Peep,326477,2019-01-02
82,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,326134,2019-01-02
83,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,321492,2019-01-02
84,Pure Cocaine,Lil Baby,321146,2019-01-02
85,Lean Wit Me,Juice WRLD,320679,2019-01-02
86,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,320135,2019-01-02
87,Nice For What,Drake,315694,2019-01-02
88,Ric Flair Drip (& Metro Boomin),Offset,311035,2019-01-02
89,Speechless,Dan + Shay,310976,2019-01-02
90,Congratulations,Post Malone,310824,2019-01-02
91,1400 / 999 Freestyle,Trippie Redd,310166,2019-01-02
92,can't leave without it,21 Savage,309460,2019-01-02
93,XO Tour Llif3,Lil Uzi Vert,305330,2019-01-02
94,I Like Me Better,Lauv,304328,2019-01-02
95,Be Alright,Dean Lewis,302192,2019-01-02
96,Ruin My Life,Zara Larsson,299191,2019-01-02
97,God is a woman,Ariana Grande,293988,2019-01-02
98,TIC TOC,6ix9ine,293009,2019-01-02
99,MoshPit (feat. Juice WRLD),Kodak Black,291960,2019-01-02
100,Everybody Dies In Their Nightmares,XXXTENTACION,290041,2019-01-02
101,Bohemian Rhapsody - 2011 Mix,Queen,289814,2019-01-02
102,Hide (feat. Seezyn),Juice WRLD,287267,2019-01-02
103,Lucky You (feat. Joyner Lucas),Eminem,286458,2019-01-02
104,I Love It (& Lil Pump),Kanye West,285834,2019-01-02
105,Natural,Imagine Dragons,285727,2019-01-02
106,ocean eyes,Billie Eilish,283688,2019-01-02
107,Beautiful Crazy,Luke Combs,282547,2019-01-02
108,Mine,Bazzi,281584,2019-01-02
109,The Middle,Zedd,281047,2019-01-02
110,STARGAZING,Travis Scott,280148,2019-01-02
111,Trampoline,SHAED,278776,2019-01-02
112,bellyache,Billie Eilish,276770,2019-01-02
113,Plug Walk,Rich The Kid,274908,2019-01-02
114,Tequila,Dan + Shay,274645,2019-01-02
115,Young Dumb & Broke,Khalid,274071,2019-01-02
116,Candy Paint,Post Malone,273636,2019-01-02
117,This Feeling,The Chainsmokers,272555,2019-01-02
118,Faucet Failure,Ski Mask The Slump God,266378,2019-01-02
119,MAMA,6ix9ine,266170,2019-01-02
120,Trip,Ella Mai,259622,2019-01-02
121,All The Stars (with SZA),Kendrick Lamar,259334,2019-01-02
122,goosebumps,Travis Scott,257404,2019-01-02
123,HUMBLE.,Kendrick Lamar,254828,2019-01-02
124,Lust,Lil Skies,251998,2019-01-02
125,New Patek,Lil Uzi Vert,246867,2019-01-02
126,Murder On My Mind,YNW Melly,244595,2019-01-02
127,1.5,21 Savage,243971,2019-01-02
128,Location,Khalid,243170,2019-01-02
129,Uproar,Lil Wayne,242747,2019-01-02
130,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,242257,2019-01-02
131,Don't Come Out The House (with 21 Savage),Metro Boomin,240352,2019-01-02
132,WORKIN ME,Quavo,238171,2019-01-02
133,Look At Me!,XXXTENTACION,237886,2019-01-02
134,asmr,21 Savage,237324,2019-01-02
135,Nowadays (feat. Landon Cube),Lil Skies,234918,2019-01-02
136,Hope,XXXTENTACION,234211,2019-01-02
137,Walk,Comethazine,234184,2019-01-02
138,Thunder,Imagine Dragons,233776,2019-01-02
139,Te Boté - Remix,Nio Garcia,233608,2019-01-02
140,OTW,Khalid,232942,2019-01-02
141,Calma - Remix,Pedro Capó,232224,2019-01-02
142,ball w/o you,21 Savage,229969,2019-01-02
143,REEL IT IN,Aminé,228695,2019-01-02
144,Hurts Like Hell (feat. Offset),Madison Beer,227542,2019-01-02
145,Envy Me,Calboy,227381,2019-01-02
146,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,226249,2019-01-02
147,Legends,Juice WRLD,225936,2019-01-02
148,Let You Down,NF,225851,2019-01-02
149,Happy Now,Kygo,225094,2019-01-02
150,Roll In Peace (feat. XXXTENTACION),Kodak Black,224831,2019-01-02
151,Call Out My Name,The Weeknd,223660,2019-01-02
152,Black & White,Juice WRLD,223239,2019-01-02
153,WAKA,6ix9ine,222664,2019-01-02
154,Walk It Talk It,Migos,222249,2019-01-02
155,Say You Won't Let Go,James Arthur,221593,2019-01-02
156,Taking A Walk,Trippie Redd,221015,2019-01-02
157,Believer,Imagine Dragons,220719,2019-01-02
158,NI BIEN NI MAL,Bad Bunny,220649,2019-01-02
159,the remedy for a broken heart (why am I so in love),XXXTENTACION,220641,2019-01-02
160,Havana (feat. Young Thug),Camila Cabello,220628,2019-01-02
161,I'm a Mess,Bebe Rexha,220152,2019-01-02
162,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,220021,2019-01-02
163,Kamikaze,Lil Mosey,219199,2019-01-02
164,SLOW DANCING IN THE DARK,Joji,216670,2019-01-02
165,In My Head,Peter Manos,216355,2019-01-02
166,Wasted (feat. Lil Uzi Vert),Juice WRLD,215727,2019-01-02
167,Heaven,Kane Brown,214941,2019-01-02
168,Foot Fungus,Ski Mask The Slump God,214199,2019-01-02
169,BUTTERFLY EFFECT,Travis Scott,213539,2019-01-02
170,you should see me in a crown,Billie Eilish,211224,2019-01-02
171,Bank Account,21 Savage,210586,2019-01-02
172,Scared of the Dark (feat. XXXTENTACION),Lil Wayne,210473,2019-01-02
173,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,208864,2019-01-02
174,JAPAN,Famous Dex,207795,2019-01-02
175,Don't Stop Me Now - 2011 Mix,Queen,206811,2019-01-02
176,Body (feat. brando),Loud Luxury,206657,2019-01-02
177,Ball For Me (feat. Nicki Minaj),Post Malone,205868,2019-01-02
178,Drunk Me,Mitchell Tenpenny,205649,2019-01-02
179,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,205301,2019-01-02
180,come out and play,Billie Eilish,204349,2019-01-02
181,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,204329,2019-01-02
182,Red Roses (feat. Landon Cube),Lil Skies,204131,2019-01-02
183,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,203964,2019-01-02
184,Closer,The Chainsmokers,203907,2019-01-02
185,Simple,Florida Georgia Line,203575,2019-01-02
186,my boy,Billie Eilish,201313,2019-01-02
187,200 Mph,Bad Bunny,201272,2019-01-02
188,Kiss and Make Up,Dua Lipa,201230,2019-01-02
189,Perfect,Ed Sheeran,199841,2019-01-02
190,Silence,Marshmello,199716,2019-01-02
191,Close Friends (Lil Baby & Gunna),Lil Baby,198658,2019-01-02
192,Shoota (feat. Lil Uzi Vert),Playboi Carti,198258,2019-01-02
193,Jackie Chan,Tiësto,198126,2019-01-02
194,break da law,21 Savage,197636,2019-01-02
195,Bodak Yellow,Cardi B,196686,2019-01-02
196,out for the night,21 Savage,195717,2019-01-02
197,She Got the Best of Me,Luke Combs,195386,2019-01-02
198,1-800-273-8255,Logic,195385,2019-01-02
199,Stay,Post Malone,194500,2019-01-02
200,1950,King Princess,194164,2019-01-02
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1970331,2019-01-03
2,Wow.,Post Malone,1837136,2019-01-03
3,Going Bad (feat. Drake),Meek Mill,1382672,2019-01-03
4,SICKO MODE,Travis Scott,1282074,2019-01-03
5,"thank u, next",Ariana Grande,1278485,2019-01-03
6,Without Me,Halsey,1203214,2019-01-03
7,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1185730,2019-01-03
8,ZEZE (feat. Travis Scott & Offset),Kodak Black,1160305,2019-01-03
9,Mo Bamba,Sheck Wes,1040468,2019-01-03
10,Leave Me Alone,Flipp Dinero,918596,2019-01-03
11,Look Back at It,A Boogie Wit da Hoodie,844203,2019-01-03
12,a lot,21 Savage,785195,2019-01-03
13,Wake Up in the Sky,Gucci Mane,781455,2019-01-03
14,Lucid Dreams,Juice WRLD,771811,2019-01-03
15,High Hopes,Panic! At The Disco,750846,2019-01-03
16,imagine,Ariana Grande,729433,2019-01-03
17,Better Now,Post Malone,712609,2019-01-03
18,SAD!,XXXTENTACION,708038,2019-01-03
19,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,704242,2019-01-03
20,Happier,Marshmello,702596,2019-01-03
21,monster,21 Savage,699990,2019-01-03
22,Better,Khalid,694536,2019-01-03
23,whoa (mind in awe),XXXTENTACION,693047,2019-01-03
24,Money,Cardi B,679323,2019-01-03
25,Saturday Nights,Khalid,659649,2019-01-03
26,when the party's over,Billie Eilish,614908,2019-01-03
27,Eastside (with Halsey & Khalid),benny blanco,612222,2019-01-03
28,Nonstop,Drake,597555,2019-01-03
29,Moonlight,XXXTENTACION,596779,2019-01-03
30,Armed And Dangerous,Juice WRLD,589265,2019-01-03
31,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,581442,2019-01-03
32,MIA (feat. Drake),Bad Bunny,571798,2019-01-03
33,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,563114,2019-01-03
34,Taste (feat. Offset),Tyga,543410,2019-01-03
35,BAD!,XXXTENTACION,532220,2019-01-03
36,Sweet but Psycho,Ava Max,520220,2019-01-03
37,rockstar (feat. 21 Savage),Post Malone,510576,2019-01-03
38,I Like It,Cardi B,506995,2019-01-03
39,YOSEMITE,Travis Scott,494144,2019-01-03
40,lovely,Billie Eilish,490809,2019-01-03
41,all my friends,21 Savage,487759,2019-01-03
42,KIKA,6ix9ine,485162,2019-01-03
43,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,484344,2019-01-03
44,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,483607,2019-01-03
45,Psycho (feat. Ty Dolla $ign),Post Malone,474914,2019-01-03
46,Jocelyn Flores,XXXTENTACION,472109,2019-01-03
47,Yes Indeed,Lil Baby,470390,2019-01-03
48,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,462560,2019-01-03
49,God's Plan,Drake,459467,2019-01-03
50,idontwannabeyouanymore,Billie Eilish,453014,2019-01-03
51,I Fall Apart,Post Malone,452619,2019-01-03
52,Solo de Mi,Bad Bunny,445591,2019-01-03
53,FEFE,6ix9ine,445233,2019-01-03
54,Fine China,Future,434560,2019-01-03
55,Topanga,Trippie Redd,431607,2019-01-03
56,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,430862,2019-01-03
57,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,425681,2019-01-03
58,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,418445,2019-01-03
59,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,414050,2019-01-03
60,Space Cadet (feat. Gunna),Metro Boomin,412024,2019-01-03
61,Calling My Spirit,Kodak Black,409526,2019-01-03
62,Splashin,Rich The Kid,408849,2019-01-03
63,Beautiful (feat. Camila Cabello),Bazzi,404891,2019-01-03
64,Fuck Love (feat. Trippie Redd),XXXTENTACION,395172,2019-01-03
65,Youngblood,5 Seconds of Summer,393906,2019-01-03
66,Shallow,Lady Gaga,389398,2019-01-03
